primary_name,type
Phenylephrine/Tropicamide (Ophthalmic),rxterm
MYDCOMBI (Ophthalmic),rxterm
Sotagliflozin (Oral Pill),rxterm
INPEFA (Oral Pill),rxterm
"YUFLYMA AUTO-INJECTOR 40 MG/0.4 ML STARTER PACKAGE FOR CROHN'S DISEASE, PEDIATRIC CROHN'S DISEASE, ULCERATIVE COLITIS OR HIDRADENITIS SUPPURATIVA (Pack)",rxterm
OPVEE (Nasal),rxterm
VEVYE (Ophthalmic),rxterm
IDACIO PEN 40 MG/0.8 ML STARTER PACKAGE FOR CROHN'S DISEASE OR ULCERATIVE COLITIS (Pack),rxterm
CYLTEZO PEN 40 MG/0.8 ML STARTER PACKAGE FOR CROHN'S DISEASE OR ULCERATIVE COLITIS (Pack),rxterm
Ritlecitinib (Oral Pill),rxterm
LITFULO (Oral Pill),rxterm
IYUZEH (Ophthalmic),rxterm
YARGESA (Oral Pill),rxterm
VIGADRONE (Oral Pill),rxterm
NIVA THYROID (Oral Pill),rxterm
Quizartinib (Oral Pill),rxterm
VANFLYTA (Oral Pill),rxterm
Lotilaner (Ophthalmic),rxterm
XDEMVY (Ophthalmic),rxterm
Abiraterone/Niraparib (Oral Pill),rxterm
AKEEGA (Oral Pill),rxterm
Palovarotene (Oral Pill),rxterm
SOHONOS (Oral Pill),rxterm
LODOCO (Oral Pill),rxterm
Momelotinib (Oral Pill),rxterm
OJJAARA (Oral Pill),rxterm
POKONZA (Oral Solution Powder),rxterm
SOVUNA (Oral Pill),rxterm
KOURZEQ (Oral Paste),rxterm
OPFOLDA (Oral Pill),rxterm
metroNIDAZOLE (Oral Liquid),rxterm
LIKMEZ (Oral Liquid),rxterm
Etrasimod (Oral Pill),rxterm
VELSIPITY (Oral Pill),rxterm
COXANTO (Oral Pill),rxterm
OMVOH (Injectable),rxterm
VIGPODER (Oral Solution Powder),rxterm
"YUFLYMA AUTO-INJECTOR 80 MG/0.8 ML STARTER PACKAGE FOR CROHN'S DISEASE, ULCERATIVE COLITIS OR HIDRADENITIS SUPPURATIVA (Pack)",rxterm
Entrectinib (Oral Pellet),rxterm
ROZLYTREK (Oral Pellet),rxterm
XPHOZAH (Oral Pill),rxterm
VOQUEZNA (Oral Pill),rxterm
Vamorolone (Oral Liquid),rxterm
AGAMREE (Oral Liquid),rxterm
Zuranolone (Oral Pill),rxterm
ZURZUVAE (Oral Pill),rxterm
Capivasertib (Oral Pill),rxterm
TRUQAP (Oral Pill),rxterm
Crizotinib (Oral Pellet),rxterm
XALKORI (Oral Pellet),rxterm
Fruquintinib (Oral Pill),rxterm
FRUZAQLA (Oral Pill),rxterm
URIBEL TABS (Oral Pill),rxterm
ZITUVIO (Oral Pill),rxterm
Ferrous sulfate/Folic acid (Oral Pill),rxterm
Nirogacestat (Oral Pill),rxterm
OGSIVEO (Oral Pill),rxterm
Repotrectinib (Oral Pill),rxterm
AUGTYRO (Oral Pill),rxterm
Acetaminophen/diphenhydrAMINE (Oral Solution Powder),rxterm
Iptacopan (Oral Pill),rxterm
FABHALTA (Oral Pill),rxterm
Cholecalciferol/Levomefolate (Oral Pill),rxterm
FOLIXATE (Oral Pill),rxterm
Chlophedianol/Dexchlorpheniramine (Oral Liquid),rxterm
JYLAMVO (Oral Liquid),rxterm
ADTHYZA (Oral Pill),rxterm
Gepirone XR (Oral Pill),rxterm
EXXUA XR (Oral Pill),rxterm
Ferrous bisglycinate (Oral Pill),rxterm
RIZAFILM (Oral Film),rxterm
Eflornithine (Oral Pill),rxterm
IWILFIN (Oral Pill),rxterm
"Chikungunya virus antigen, live attenuated LR2006 OPY1 strain (Injectable)",rxterm
KIPROFEN (Oral Pill),rxterm
ALVAIZ (Oral Pill),rxterm
Budesonide (Oral Liquid),rxterm
EOHILIA (Oral Liquid),rxterm
TEGLUTIK (Oral Liquid),rxterm
COMBOGESIC (Oral Pill),rxterm
OPILL 28 DAY (Pack),rxterm
ZITUVIMET (Oral Pill),rxterm
ORMALVI (Oral Pill),rxterm
RICOLA (Oral Lozenge),rxterm
Macitentan/Tadalafil (Oral Pill),rxterm
OPSYNVI (Oral Pill),rxterm
Phentolamine (Ophthalmic),rxterm
RYZUMVI (Ophthalmic),rxterm
Resmetirom (Oral Pill),rxterm
REZDIFFRA (Oral Pill),rxterm
Rilpivirine (Oral Suspension Tablet),rxterm
EDURANT (Oral Suspension Tablet),rxterm
Givinostat (Oral Liquid),rxterm
DUVYZAT (Oral Liquid),rxterm
Danicopan (Oral Pill),rxterm
VOYDEYA (Oral Pill),rxterm
Aprocitentan (Oral Pill),rxterm
TRYVIO (Oral Pill),rxterm
Vadadustat (Oral Pill),rxterm
VAFSEO (Oral Pill),rxterm
Sacubitril/Valsartan (Oral Pellet),rxterm
ENTRESTO (Oral Pellet),rxterm
Alpelisib (Oral Granules),rxterm
VIJOICE (Oral Granules),rxterm
OGSIVEO 100 MG 7-DAY (Pack),rxterm
OGSIVEO 150 MG 7-DAY (Pack),rxterm
CYLTEZO PEN 40 MG/0.4 ML STARTER PACK - CROHN'S DISEASE OR ULCERATIVE COLITIS (Pack),rxterm
Upadacitinib (Oral Liquid),rxterm
RINVOQ (Oral Liquid),rxterm
OTEZLA 28-DAY 10/20 STARTER PACK (Pack),rxterm
OTEZLA 14-DAY 10/20 STARTER PACK (Pack),rxterm
Tovorafenib (Oral Suspension Powder),rxterm
OJEMDA (Oral Suspension Powder),rxterm
Tovorafenib (Oral Pill),rxterm
OJEMDA (Oral Pill),rxterm
Hydroxyurea (Oral Liquid),rxterm
Clobetasol (Ophthalmic),rxterm
Mavorixafor (Oral Pill),rxterm
XOLREMDI (Oral Pill),rxterm
MYHIBBIN (Oral Liquid),rxterm
Elafibranor (Oral Pill),rxterm
IQIRVO (Oral Pill),rxterm
TORPENZ (Oral Pill),rxterm
Vigabatrin (Oral Liquid),rxterm
VIGAFYDE (Oral Liquid),rxterm
"AUSTEDO XR ONCE DAILY, 4 WEEK TITRATION PACK, 12 MG / 18 MG / 24 MG / 30 MG (Pack)",rxterm
OHTUVAYRE (Inhalant),rxterm
NIKITA (Oral Pill),rxterm
CREXONT XR (Oral Pill),rxterm
Benzgalantamine (Oral Pill),rxterm
ZUNVEYL (Oral Pill),rxterm
Vorasidenib (Oral Pill),rxterm
VORANIGO (Oral Pill),rxterm
cloNIDine XR (Oral Liquid),rxterm
ONYDA XR (Oral Liquid),rxterm
OJEMDA 400 MG ONCE WEEKLY CARTON (Pack),rxterm
OJEMDA 500 MG ONCE WEEKLY CARTON (Pack),rxterm
OJEMDA 600 MG ONCE WEEKLY CARTON (Pack),rxterm
Seladelpar (Oral Pill),rxterm
LIVDELZI (Oral Pill),rxterm
TANLOR (Oral Pill),rxterm
Lazertinib (Oral Pill),rxterm
LAZCLUZE (Oral Pill),rxterm
PHYRAGO (Oral Pill),rxterm
Letermovir (Oral Pellet),rxterm
PREVYMIS (Oral Pellet),rxterm
UNDECATREX (Oral Pill),rxterm
Hyaluronidase/Ocrelizumab (Injectable),rxterm
OCREVUS ZUNOVO (Injectable),rxterm
Levacetylleucine (Oral Suspension Granules),rxterm
AQNEURSA (Oral Suspension Granules),rxterm
Arimoclomol (Oral Pill),rxterm
MIPLYFFA (Oral Pill),rxterm
Trospium/Xanomeline (Oral Pill),rxterm
COBENFY (Oral Pill),rxterm
Inavolisib (Oral Pill),rxterm
ITOVEBI (Oral Pill),rxterm
QLOSI (Ophthalmic),rxterm
XROMI (Oral Liquid),rxterm
GALLIFREY (Oral Pill),rxterm
ZITUVIMET XR (Oral Pill),rxterm
Ethinyl estradiol/Norethindrone (Oral Disintegrating),rxterm
Inert ingredients (Oral Disintegrating),rxterm
FEMLYV 24 ODT 28 DAY (Pack),rxterm
ARIPiprazole (Oral Film),rxterm
OPIPZA (Oral Film),rxterm
Saccharomyces boulardii (Oral Suspension Powder),rxterm
FLORASTOR (Oral Suspension Powder),rxterm
Oxybate (Pack),rxterm
Acoramidis (Oral Pill),rxterm
ATTRUBY (Oral Pill),rxterm
Revumenib (Oral Pill),rxterm
REVUFORJ (Oral Pill),rxterm
DANZITEN (Oral Pill),rxterm
RALDESY (Oral Liquid),rxterm
FENOPRON (Oral Pill),rxterm
Imatinib (Oral Liquid),rxterm
IMKELDI (Oral Liquid),rxterm
Obecabtagene autoleucel (Injectable),rxterm
Obecabtagene autoleucel (Pack),rxterm
OPDIVO QVANTIG (Injectable),rxterm
Crinecerfont (Oral Pill),rxterm
CRENESSITY (Oral Pill),rxterm
Crinecerfont (Oral Liquid),rxterm
CRENESSITY (Oral Liquid),rxterm
Olezarsen (Injectable),rxterm
Deutivacaftor/Tezacaftor/Vanzacaftor (Oral Pill),rxterm
ALYFTREK (Oral Pill),rxterm
ABIRTEGA (Oral Pill),rxterm
OTULFI (Injectable),rxterm
OASIS TEARS (Ophthalmic),rxterm
VENXXIVA (Oral Pill),rxterm
OMVOH PREFILLED PEN 300 MG DOSE CARTON (Pack),rxterm
OMVOH PREFILLED SYRINGE 300 MG DOSE CARTON (Pack),rxterm
METAXAL (Oral Pill),rxterm
hydroCHLOROthiazide (Oral Suspension Powder),rxterm
INZIRQO (Oral Suspension Powder),rxterm
ORQUIDEA 28 DAY (Pack),rxterm
Suzetrigine (Oral Pill),rxterm
JOURNAVX (Oral Pill),rxterm
Risdiplam (Oral Pill),rxterm
EVRYSDI (Oral Pill),rxterm
KODATEF (Oral Pill),rxterm
Vimseltinib (Oral Pill),rxterm
ROMVIMZA (Oral Pill),rxterm
Barley grain (Oral Pill),rxterm
Propolis (Oral Pill),rxterm
"Sodium phosphate, dibasic/Sodium phosphate, monobasic (Oral Liquid)",rxterm
Ascorbic acid (Oral Suspension Powder),rxterm
"Sodium phosphate, dibasic/Sodium phosphate, monobasic (Oral Pill)",rxterm
Glycerin/Phenol (Otic),rxterm
Silicon dioxide (Oral Pill),rxterm
Bismuth subgallate (Oral Pill),rxterm
Ascorbic acid/Chondroitin sulfates/Glucosamine (Oral Pill),rxterm
Ginger root (Oral Pill),rxterm
Fe heme polypeptide (Oral Pill),rxterm
EESCULA (Ophthalmic),rxterm
MIFEPREX (Oral Pill),rxterm
Aluminum hydroxide (Oral Liquid),rxterm
Ascorbic acid (Oral Liquid),rxterm
Chymotrypsin (Oral Pill),rxterm
Dapiprazole (Ophthalmic),rxterm
Ethinyl estradiol/Ethynodiol (Oral Pill),rxterm
Ethinyl estradiol/Norgestrel (Oral Pill),rxterm
Magaldrate/Simethicone (Oral Liquid),rxterm
Magnesium salicylate/Phenyltoloxamine (Oral Pill),rxterm
Niacin/Riboflavin/Thiamine (Oral Pill),rxterm
Nitrous oxide (Inhalant),rxterm
Oxygen (Inhalant),rxterm
Oxyquinoline (Oral Pill),rxterm
Oxytetracycline/Polymyxin B (Ophthalmic),rxterm
Phenylalanine (Oral Pill),rxterm
Potassium iodide (Oral Pill),rxterm
Trilostane (Oral Pill),rxterm
Isopropyl unoprostone (Ophthalmic),rxterm
Fructose/Glucose/Phosphoric acid (Oral Liquid),rxterm
Sodium fluoride (Oral Pill),rxterm
Helium/Oxygen (Inhalant),rxterm
Nitrogen/Oxygen (Inhalant),rxterm
Ascorbic acid/Ferrous fumarate/Vitamin B12 (Oral Pill),rxterm
Estradiol/Norgestimate (Oral Pill),rxterm
Tegaserod (Oral Pill),rxterm
ZELNORM (Oral Pill),rxterm
Glucosamine/Methylsulfonylmethane (Oral Liquid),rxterm
Glycerin/Polysorbate 80 (Ophthalmic),rxterm
Ketoprofen XR (Oral Pill),rxterm
Magnesium aspartate (Oral Pill),rxterm
Polyethylene glycols/Polyvinyl alcohol (Ophthalmic),rxterm
Tamoxifen (Oral Liquid),rxterm
Acetaminophen/Caffeine (Oral Disintegrating),rxterm
ASCAREL (Oral Liquid),rxterm
PERDIEM OVERNIGHT (Oral Pill),rxterm
MAGNEBIND (Oral Pill),rxterm
Cefixime (Oral Pill),rxterm
Magnesium citrate/Potassium citrate (Oral Pill),rxterm
Zinc citrate (Oral Pill),rxterm
Acetylcysteine (Oral Pill),rxterm
Calcium glycerophosphate (Oral Pill),rxterm
Acetaminophen/Aspirin (Oral Pill),rxterm
Sulbutiamine (Oral Pill),rxterm
Entecavir (Oral Liquid),rxterm
Calcium citrate/Ergocalciferol (Oral Pill),rxterm
Ubidecarenone (Oral Wafer),rxterm
NAFRINSE (Oral Pill),rxterm
FOLTRATE (Oral Pill),rxterm
COMFORT CAINE (Oral Ointment),rxterm
FREEZ EEZ (Oral Gel),rxterm
Hyaluronate (Ophthalmic),rxterm
Benzocaine (Oral Paste),rxterm
Calcium carbonate/Folic acid/Vitamin B complex XR (Oral Pill),rxterm
Lactobacillus acidophilus (Oral Wafer),rxterm
"Ascorbic acid/Collagen, hydrolyzed (Oral Pill)",rxterm
Biotin/Cysteine/Silicon dioxide (Oral Pill),rxterm
Black currant oil/Vitamin E (Oral Pill),rxterm
Cornsilk (Oral Pill),rxterm
Benzyl alcohol (Oral Gel),rxterm
Glycerin (Oral Gel),rxterm
Bifidobacterium bifidum (Oral Powder),rxterm
Iron carbonyl (Oral Liquid),rxterm
Nitric oxide/Nitrogen (Inhalant),rxterm
Fosamprenavir (Oral Liquid),rxterm
Emtricitabine (Oral Liquid),rxterm
Ascorbic acid (Oral Disintegrating),rxterm
Acetaminophen/guaiFENesin (Oral Pill),rxterm
FLORASTOR (Oral Pill),rxterm
Erlotinib (Oral Pill),rxterm
BARACLUDE (Oral Liquid),rxterm
EMTRIVA (Oral Liquid),rxterm
Biotin/Chromium picolinate (Oral Pill),rxterm
Chenodeoxycholate (Oral Pill),rxterm
Glutamate (Oral Pill),rxterm
Alanine/Glutamate/Glycine (Oral Pill),rxterm
FLUOR A DAY (Oral Liquid),rxterm
Isopropyl alcohol (Otic),rxterm
Doxazosin XR (Oral Pill),rxterm
Acetylcarnitine (Oral Pill),rxterm
Polypodium leucotomos (Oral Pill),rxterm
KAOPECTATE REFORMULATED AUG 2006 (Oral Pill),rxterm
L-FORMULA (Oral Pill),rxterm
SOLTAMOX (Oral Liquid),rxterm
Lycopene (Oral Pill),rxterm
PHOSPHA 250 NEUTRAL (Oral Pill),rxterm
GELATO SODIUM FLUORIDE (Oral Gel),rxterm
Lactobacillus acidophilus (Oral Liquid),rxterm
Pantethine XR (Oral Pill),rxterm
MAGINEX (Oral Pill),rxterm
Oxychlorosene (Topical),rxterm
Ferrous fumarate/Folic acid/Polysaccharide iron complex (Oral Pill),rxterm
Phenylephrine (Oral Liquid),rxterm
Cider vinegar (Oral Pill),rxterm
ICAR (Oral Liquid),rxterm
EXCEDRIN QUICK TAB (Oral Disintegrating),rxterm
Simethicone (Oral Film),rxterm
GAS-X (Oral Film),rxterm
Phenylephrine (Oral Film),rxterm
APPEAREX (Oral Pill),rxterm
A+D ORIGINAL (Topical),rxterm
EXCEDRIN BACK & BODY (Oral Pill),rxterm
PRELIEF (Oral Pill),rxterm
LEXIVA (Oral Liquid),rxterm
ALLI (Oral Pill),rxterm
Poloxamer 407/Simethicone (Oral Gel),rxterm
Adenosine triphosphate (Oral Pill),rxterm
D-biotin (Oral Pill),rxterm
EZFE (Oral Pill),rxterm
Copper gluconate (Oral Pill),rxterm
PEP-BACK (Oral Pill),rxterm
Inert ingredients (Oral Pill),rxterm
Vitamin B6 (Oral Lozenge),rxterm
Prussian blue insoluble (Oral Pill),rxterm
RADIOGARDASE (Oral Pill),rxterm
Acetaminophen/Aspirin (Oral Powder),rxterm
"Sennosides, USP (Oral Film)",rxterm
Bifidobacterium infantis (Oral Pill),rxterm
Ferrous fumarate/Polysaccharide iron complex (Oral Pill),rxterm
TANDEM (Oral Pill),rxterm
NO DOZ (Oral Pill),rxterm
PEDIA-LAX (Oral Film),rxterm
ROTATEQ (Oral Liquid),rxterm
Alvimopan (Oral Pill),rxterm
ENTEREG (Oral Pill),rxterm
N'ICE (Oral Lozenge),rxterm
Cholecalciferol/Vitamin K2 (Oral Disintegrating),rxterm
CEPACOL SORE THROAT FROM POST NASAL DRIP (Oral Lozenge),rxterm
GLUTAMIC-500 (Oral Pill),rxterm
Calcium carbonate/Cholecalciferol XR (Oral Pill),rxterm
FEOSOL CAPLET (Oral Pill),rxterm
EMETROL (Oral Liquid),rxterm
Biotin/Calcium carbonate (Oral Pill),rxterm
DIALYVITE 800 (Oral Pill),rxterm
DIALYVITE 800 WITH IRON (Oral Pill),rxterm
ALIGN (Oral Pill),rxterm
Zolpidem (Oral Spray),rxterm
ZOLPIMIST (Oral Spray),rxterm
DOANS (Oral Pill),rxterm
Activated charcoal/Calcium carbonate (Oral Pill),rxterm
Calcium ascorbate (Oral Pill),rxterm
Stannous fluoride (Oral Cream),rxterm
Oregano oil (Oral Pill),rxterm
"Smallpox vaccine live, New York City Board of Health vaccinia strain (Injectable)",rxterm
MAXIVISION LUTEIN FORMULA (Oral Pill),rxterm
TRECATOR (Oral Pill),rxterm
THEO-24 XR (Oral Pill),rxterm
Curcumin (Oral Pill),rxterm
Lithium (Oral Pill),rxterm
Menatetrenone (Oral Pill),rxterm
Mecobalamin (Oral Pill),rxterm
Strontium (Oral Pill),rxterm
Taurine (Oral Pill),rxterm
Cholecalciferol/Soy protein isolate (Oral Pill),rxterm
Ubiquinol (Oral Liquid),rxterm
Fe heme polypeptide/Polysaccharide iron complex (Oral Pill),rxterm
BIFERA (Oral Pill),rxterm
BESIVANCE (Ophthalmic),rxterm
Q-SORB CO Q-10 (Oral Pill),rxterm
Tea tree oil (Topical),rxterm
OZURDEX (Implant),rxterm
traZODone (Oral Liquid),rxterm
Aspirin/HYDROcodone (Oral Pill),rxterm
Clemastine XR (Oral Pill),rxterm
CYCLOSET (Oral Pill),rxterm
Selenomethionine (Oral Pill),rxterm
LIVALO (Oral Pill),rxterm
Nattokinase (Oral Pill),rxterm
OSTEO-PORETICAL (Oral Pill),rxterm
Melatonin/Pyridoxine (Oral Pill),rxterm
Lanolin/Petrolatum/Zinc oxide (Topical),rxterm
ZILACTIN COLD SORE (Oral Gel),rxterm
Calcium carbonate (Oral Powder),rxterm
TUMS (Oral Powder),rxterm
Acetylcholine (Ophthalmic),rxterm
MIOCHOL (Ophthalmic),rxterm
TRI-VI-SOL (Oral Liquid),rxterm
CHENODAL (Oral Pill),rxterm
RENA-VITE (Oral Pill),rxterm
Diosmin/Hesperidin (Oral Pill),rxterm
BENADRYL (Oral Disintegrating),rxterm
Tranexamic acid (Oral Pill),rxterm
LYSTEDA (Oral Pill),rxterm
OCEAN BLUE NUTRITIONALS OMEGA-3 1450 (Oral Pill),rxterm
BACKPRIN (Oral Pill),rxterm
Benzocaine (Oral Disintegrating),rxterm
CEPACOL (Oral Disintegrating),rxterm
Ascorbic acid/Beta carotene/Cuprous oxide/Lutein/Sodium selenate/Vitamin E/Zinc oxide (Oral Pill),rxterm
OCUVITE (Oral Pill),rxterm
Ascorbic acid/Beta carotene/Cuprous oxide/Vitamin E/Zinc oxide (Oral Pill),rxterm
PRESERVISION (Oral Pill),rxterm
PRESERVISION WITH LUTEIN (Oral Pill),rxterm
ORABASE (Oral Paste),rxterm
ORABASE (Topical),rxterm
diphenhydrAMINE/Ibuprofen (Oral Pill),rxterm
MOTRIN PM (Oral Pill),rxterm
Folic acid/Intrinsic factor/Vitamin B12 (Oral Pill),rxterm
ORAQIX (Mucosal),rxterm
traZODone XR (Oral Pill),rxterm
OLEPTRO XR (Oral Pill),rxterm
Pregabalin (Oral Liquid),rxterm
LYRICA (Oral Liquid),rxterm
Potassium chloride/Sodium chloride (Oral Pill),rxterm
Carglumic acid (Oral Suspension Tablet),rxterm
CARBAGLU (Oral Suspension Tablet),rxterm
FULVICIN P/G (Oral Pill),rxterm
SILENOR (Oral Pill),rxterm
MAXIMUM D3 (Oral Pill),rxterm
Chia seed oil (Oral Pill),rxterm
Pantothenate (Oral Pill),rxterm
Loperamide/Simethicone (Oral Pill),rxterm
Diethylpropion XR (Oral Pill),rxterm
TENUATE XR (Oral Pill),rxterm
Dienogest/Estradiol (Oral Pill),rxterm
chlorproMAZINE (Oral Liquid),rxterm
Calamine/Phenol/Zinc oxide (Topical),rxterm
MONISTAT 3 DAY OVULE COMBINATION PACK (Pack),rxterm
MONISTAT 1 DAY OVULE COMBINATION PACK (Pack),rxterm
Lacosamide (Oral Liquid),rxterm
Esomeprazole/Naproxen (Oral Pill),rxterm
VIMOVO (Oral Pill),rxterm
VIMPAT (Oral Liquid),rxterm
BRONTEX (Oral Liquid),rxterm
NUPRIN BACKACHE (Oral Pill),rxterm
Calcium ascorbate/Ferrous asparto glycinate/Polysaccharide iron complex/Succinic acid (Oral Pill),rxterm
Dutasteride/Tamsulosin (Oral Pill),rxterm
JALYN (Oral Pill),rxterm
Vardenafil (Oral Disintegrating),rxterm
STAXYN (Oral Disintegrating),rxterm
Iron succinyl milk protein complex (Oral Liquid),rxterm
FERRETTS IPS (Oral Liquid),rxterm
Dextran 70/Polyethylene glycol 400/Povidone/Tetrahydrozoline (Ophthalmic),rxterm
Polyethylene glycol 400/Tetrahydrozoline (Ophthalmic),rxterm
HURRICAINE (Oral Gel),rxterm
Memantine XR (Oral Pill),rxterm
NAMENDA XR (Oral Pill),rxterm
MAXIPHEN CDX (Oral Pill),rxterm
ALLFEN CDX (Oral Pill),rxterm
quiNINE (Oral Pill),rxterm
QUALAQUIN (Oral Pill),rxterm
Codeine (Oral Pill),rxterm
Donepezil (Oral Disintegrating),rxterm
Fexofenadine/Pseudoephedrine XR (Oral Pill),rxterm
Fexofenadine (Oral Pill),rxterm
ALLEGRA (Oral Pill),rxterm
Fexofenadine (Oral Disintegrating),rxterm
ALLEGRA (Oral Disintegrating),rxterm
Fexofenadine (Oral Liquid),rxterm
ALLEGRA (Oral Liquid),rxterm
ALLEGRA-D XR (Oral Pill),rxterm
FOLTABS (Oral Pill),rxterm
ALAVERT (Oral Pill),rxterm
GONIOVISC (Ophthalmic),rxterm
Ondansetron (Oral Film),rxterm
ZUPLENZ (Oral Film),rxterm
Polysorbate 80 (Ophthalmic),rxterm
ORAVIG (Buccal),rxterm
Acebutolol (Oral Pill),rxterm
ED FLEX (Oral Pill),rxterm
Hyoscyamine/Phenyltoloxamine (Oral Pill),rxterm
DIGEX (Oral Pill),rxterm
Dodecyl sulfate/Oxyquinoline (Vaginal),rxterm
HEMATOGEN (Oral Pill),rxterm
Ascorbic acid/Ferrous fumarate/Folic acid/Liver stomach concentrate/Vitamin B12 (Oral Pill),rxterm
Ascorbic acid/Ferrous fumarate/Folic acid/Niacinamide/Polysaccharide iron complex (Oral Pill),rxterm
INTEGRA F (Oral Pill),rxterm
TANDEM F (Oral Pill),rxterm
Glycopyrronium (Oral Liquid),rxterm
CUVPOSA (Oral Liquid),rxterm
ADIPEX-P (Oral Pill),rxterm
CAPZASIN-P (Topical),rxterm
HUMATE-P (Injectable),rxterm
ISOLYTE P (Injectable),rxterm
LUBRIFRESH P.M. (Ophthalmic),rxterm
P-hydroxyamphetamine/Tropicamide (Ophthalmic),rxterm
P & S (Shampoo),rxterm
PROPA P.H. (Soap),rxterm
P-V-TUSSIN (Oral Pill),rxterm
FULVICIN P/G (Oral Pill),rxterm
P-A-C ANALGESIC (Oral Pill),rxterm
PROPA P.H. ACNE MASK (Topical),rxterm
"Rotavirus vaccine, live attenuated, G1P[8] human 89-12 strain (Oral Liquid)",rxterm
ZOCOR (Oral Pill),rxterm
Simvastatin (Oral Pill),rxterm
Levothyroxine (Oral Pill),rxterm
LEVO-T (Oral Pill),rxterm
SYNTHROID (Oral Pill),rxterm
UNITHROID (Oral Pill),rxterm
LEVOXYL (Oral Pill),rxterm
EUTHYROX (Oral Pill),rxterm
ZESTRIL (Oral Pill),rxterm
Lisinopril (Oral Pill),rxterm
Atorvastatin (Oral Pill),rxterm
LIPITOR (Oral Pill),rxterm
Omeprazole (Oral Pill),rxterm
PriLOSEC (Oral Pill),rxterm
PRINIVIL (Oral Pill),rxterm
Rosuvastatin (Oral Pill),rxterm
CRESTOR (Oral Pill),rxterm
amLODIPine (Oral Pill),rxterm
NORVASC (Oral Pill),rxterm
PROAIR (Inhalant),rxterm
PROVENTIL (Inhalant),rxterm
metFORMIN (Oral Pill),rxterm
GLUCOPHAGE (Oral Pill),rxterm
Pantoprazole (Oral Pill),rxterm
PROTONIX (Oral Pill),rxterm
hydroCHLOROthiazide (Oral Pill),rxterm
ZOLOFT (Oral Pill),rxterm
Sertraline (Oral Pill),rxterm
hydroCHLOROthiazide/Lisinopril (Oral Pill),rxterm
ZESTORETIC (Oral Pill),rxterm
PLAVIX (Oral Pill),rxterm
Clopidogrel (Oral Pill),rxterm
Metoprolol XR (Oral Pill),rxterm
TOPROL XR (Oral Pill),rxterm
Zolpidem (Oral Pill),rxterm
AMBIEN (Oral Pill),rxterm
TENORMIN (Oral Pill),rxterm
Atenolol (Oral Pill),rxterm
buPROPion XR (Oral Pill),rxterm
WELLBUTRIN XR (Oral Pill),rxterm
Escitalopram (Oral Pill),rxterm
LEXAPRO (Oral Pill),rxterm
Fenofibrate (Oral Pill),rxterm
Amoxicillin (Oral Pill),rxterm
Citalopram (Oral Pill),rxterm
CeleXA (Oral Pill),rxterm
XANAX (Oral Pill),rxterm
ALPRAZolam (Oral Pill),rxterm
FLUoxetine (Oral Pill),rxterm
Metoprolol (Oral Pill),rxterm
SINGULAIR (Oral Pill),rxterm
Montelukast (Oral Pill),rxterm
RABEprazole (Oral Pill),rxterm
ACIPHEX (Oral Pill),rxterm
predniSONE (Oral Pill),rxterm
PROzac (Oral Pill),rxterm
Ezetimibe/Simvastatin (Oral Pill),rxterm
Cyclobenzaprine (Oral Pill),rxterm
Furosemide (Oral Pill),rxterm
LASIX (Oral Pill),rxterm
Amoxicillin/Clavulanate (Oral Pill),rxterm
AUGMENTIN (Oral Pill),rxterm
Ibuprofen (Oral Pill),rxterm
IBU (Oral Pill),rxterm
Pravastatin (Oral Pill),rxterm
hydroCHLOROthiazide/Triamterene (Oral Pill),rxterm
Ciprofloxacin (Oral Pill),rxterm
Potassium chloride XR (Oral Pill),rxterm
CIPRO (Oral Pill),rxterm
Venlafaxine XR (Oral Pill),rxterm
Alendronate (Oral Pill),rxterm
traMADol (Oral Pill),rxterm
ULTRAM (Oral Pill),rxterm
TRICOR (Oral Pill),rxterm
EFFEXOR XR (Oral Pill),rxterm
Olmesartan (Oral Pill),rxterm
BENICAR (Oral Pill),rxterm
Gabapentin (Oral Pill),rxterm
NEURONTIN (Oral Pill),rxterm
hydroCHLOROthiazide/Valsartan (Oral Pill),rxterm
DIOVAN HCT (Oral Pill),rxterm
Fluconazole (Oral Pill),rxterm
DIFLUCAN (Oral Pill),rxterm
PRAVACHOL (Oral Pill),rxterm
Sulfamethoxazole/Trimethoprim (Oral Pill),rxterm
BACTRIM (Oral Pill),rxterm
Cephalexin (Oral Pill),rxterm
Amphetamine/Dextroamphetamine XR (Oral Pill),rxterm
ADDERALL XR (Oral Pill),rxterm
Acetaminophen/HYDROcodone (Oral Pill),rxterm
FOSAMAX (Oral Pill),rxterm
NORCO (Oral Pill),rxterm
YAZ 28 DAY (Pack),rxterm
LOPRESSOR (Oral Pill),rxterm
dilTIAZem XR (Oral Pill),rxterm
DULoxetine (Oral Pill),rxterm
CYMBALTA (Oral Pill),rxterm
CARDIZEM XR (Oral Pill),rxterm
Warfarin (Oral Pill),rxterm
JANTOVEN (Oral Pill),rxterm
ATIVAN (Oral Pill),rxterm
LORazepam (Oral Pill),rxterm
hydroCHLOROthiazide/Olmesartan (Oral Pill),rxterm
BENICAR HCT (Oral Pill),rxterm
clonazePAM (Oral Pill),rxterm
KlonoPIN (Oral Pill),rxterm
TIAZAC XR (Oral Pill),rxterm
VALTREX (Oral Pill),rxterm
valACYclovir (Oral Pill),rxterm
